,season,n_episode,title_episode,character,line
366,1,2,the big bran hypothesis,Sheldon,"Uh, a combination of the moon’s solar reflection and the energy storage capacity of Kryptonian skin cells."
367,1,2,the big bran hypothesis,Penny,I’m just going to go wash up.
368,1,2,the big bran hypothesis,Leonard,"I have 26 hundred comic books in there, I challenge you to find a single reference to Kryptonian skin cells."
369,1,2,the big bran hypothesis,Sheldon,Challenge accepted.  We’re locked out.
370,1,2,the big bran hypothesis,Raj,"Also, the pretty girl left."
371,1,2,the big bran hypothesis,Leonard,"Okay, her apartment’s on the fourth floor but the elevator’s broken so you’re going to have to  oh, you’re just going to be done, okay, cool, thanks. I guess we’ll just bring it up ourselves."
372,1,2,the big bran hypothesis,Sheldon,I hardly think so.
373,1,2,the big bran hypothesis,Leonard,Why not?
374,1,2,the big bran hypothesis,Sheldon,"Well, we don’t have a dolly, or lifting belts, or any measurable upper body strength."
375,1,2,the big bran hypothesis,Leonard,"We don’t need strength, we’re physicists. We are the intellectual descendents of Archimedes. Give me a fulcrum and a lever and I can move the Earth, it’s just a matter…"
376,1,2,the big bran hypothesis,Sheldon,Archimedes would be so proud.
377,1,2,the big bran hypothesis,Leonard,Do you have any ideas?
378,1,2,the big bran hypothesis,Sheldon,"Yes, but they all involve a green lantern and a power ring."
379,1,2,the big bran hypothesis,Leonard,"Easy, easy"
380,1,2,the big bran hypothesis,Leonard,"Okay! Now we’ve got an inclined plane. The force required to lift is reduced by the sine of the angle of the stairs, call it thirty degrees, so about half."
381,1,2,the big bran hypothesis,Sheldon,Exactly half.
382,1,2,the big bran hypothesis,Leonard,"Exactly half. Let’s push. Okay, see, it’s moving, this is easy, all in the math."
383,1,2,the big bran hypothesis,Sheldon,What’s your formula for the corner.
384,1,2,the big bran hypothesis,Leonard,"What? Oh, okay, uh, okay, yeah, no problem, just come up here and help me pull and turn."
385,1,2,the big bran hypothesis,Sheldon,"Ah, gravity, thou art a heartless bitch."
386,1,2,the big bran hypothesis,Sheldon,You do understand that our efforts here will in no way increase the odds of you having sexual congress with this woman?
387,1,2,the big bran hypothesis,Leonard,Men do things for women without expecting sex.
388,1,2,the big bran hypothesis,Sheldon,"Yeah, those are men who just had sex."
389,1,2,the big bran hypothesis,Leonard,"I’m doing this to be a good neighbour. In any case, there’s no way it could lower the odds."
390,1,2,the big bran hypothesis,Sheldon,"No we’re not, no we’re not, no we’re not."
391,1,2,the big bran hypothesis,Sheldon,"Watch your fingers. Watch your fingers. Oh God, my fingers!"
392,1,2,the big bran hypothesis,Leonard,You okay?
393,1,2,the big bran hypothesis,Sheldon,"No, it hurt…"
394,1,2,the big bran hypothesis,Sheldon,"Great Caesar’s Ghost, look at this place?"
395,1,2,the big bran hypothesis,Leonard,So Penny’s a little messy.
396,1,2,the big bran hypothesis,Sheldon,"A little messy? The Mandelbrot set of complex numbers is a little messy, this is chaos. Excuse me, explain to me an organisational system where a tray of flatware on a couch is valid. I’m just inferring that this is a couch, because the evidence suggests the coffee table’s having a tiny garage sale."
397,1,2,the big bran hypothesis,Leonard,"Did it ever occur to you that not everyone has the compulsive need to sort, organise and label the entire world around them?"
398,1,2,the big bran hypothesis,Sheldon,No.
399,1,2,the big bran hypothesis,Leonard,"Well they don’t. Hard as it may be for you to believe, most people don’t sort their breakfast cereal numerically by fibre content."
400,1,2,the big bran hypothesis,Sheldon,"Excuse me, but I think we’ve both found that helpful at times."
401,1,2,the big bran hypothesis,Leonard,"Come on, we should go."
402,1,2,the big bran hypothesis,Sheldon,Hang on.
403,1,2,the big bran hypothesis,Leonard,What are you doing?
404,1,2,the big bran hypothesis,Sheldon,Straightening up.
405,1,2,the big bran hypothesis,Leonard,"Sheldon, this is not your home."
406,1,2,the big bran hypothesis,Sheldon,"This is not anyone’s home, this is a swirling vortex of entropy."
407,1,2,the big bran hypothesis,Leonard,"When the transvestite lived here, you didn’t care how he kept the place."
408,1,2,the big bran hypothesis,Sheldon,"Because it was immaculate, I mean, you open that man’s closet, it was left to right, evening gowns, cocktail dresses, then his police uniforms."
409,1,2,the big bran hypothesis,Leonard,What were you doing in his closet?
410,1,2,the big bran hypothesis,Sheldon,I helped run some cable for a webcam.
411,1,2,the big bran hypothesis,Penny,Hey guys.
412,1,2,the big bran hypothesis,Leonard,"Oh, hey Penny, this just arrived, we just brought this up, just now."
413,1,2,the big bran hypothesis,Penny,Great. Was it hard getting it up the stairs?
414,1,2,the big bran hypothesis,Leonard,No.
415,1,2,the big bran hypothesis,Sheldon,No?
416,1,2,the big bran hypothesis,Leonard,No.
417,1,2,the big bran hypothesis,Sheldon,No.
418,1,2,the big bran hypothesis,Leonard,"Well, we’ll get out of your hair."
419,1,2,the big bran hypothesis,Penny,"Oh, great, thank you again"
420,1,2,the big bran hypothesis,Sheldon,"Penny, I just want you to know that, you don’t have to live like this. I’m here for you."
421,1,2,the big bran hypothesis,Penny,What’s he talking about?
422,1,2,the big bran hypothesis,Leonard,It’s a joke.
423,1,2,the big bran hypothesis,Penny,I don’t get it.
424,1,2,the big bran hypothesis,Leonard,"Yeah, he didn’t tell it right."
425,1,2,the big bran hypothesis,Leonard,Sheldon?
426,1,2,the big bran hypothesis,Leonard,Sheldon? Hello?
427,1,2,the big bran hypothesis,Leonard,Sheldon!
428,1,2,the big bran hypothesis,Sheldon,Sssshhhh! Penny’s sleeping.
429,1,2,the big bran hypothesis,Leonard,"Are you insane, you can’t just break into a woman’s apartment in the middle of the night and clean."
430,1,2,the big bran hypothesis,Sheldon,"I had no choice. I couldn’t sleep knowing that just outside my bedroom was our living room, and just outside our living room was that hallway, and immediately adjacent to that hallway was… this."
431,1,2,the big bran hypothesis,Leonard,"Do you realise that if Penny wakes up, there is no reasonable explanation as to why we’re here?"
432,1,2,the big bran hypothesis,Sheldon,I just gave you a reasonable explanation.
433,1,2,the big bran hypothesis,Leonard,"No, no. You gave me an explanation, it’s reasonableness will be determined by a jury of your peers."
434,1,2,the big bran hypothesis,Sheldon,Don’t be ridiculous. I have no peers.
435,1,2,the big bran hypothesis,Leonard,"Sheldon, we have to get out of here."
436,1,2,the big bran hypothesis,Sheldon,You might want to speak in a lower register.
437,1,2,the big bran hypothesis,Leonard,What?
438,1,2,the big bran hypothesis,Sheldon,"Evolution has made women sensitive to high pitched noises while they sleep, so that they’ll be roused by a crying baby. If you want to avoid waking her, speak in a lower register."
439,1,2,the big bran hypothesis,Sheldon,"No,  that’s ridiculous."
440,1,2,the big bran hypothesis,Leonard,"Fine. I accept your premise, now please let’s go."
441,1,2,the big bran hypothesis,Sheldon,I am not leaving until I’m done.
442,1,2,the big bran hypothesis,Leonard,O-o-o-oh!
443,1,2,the big bran hypothesis,Sheldon,"If you have time to lean, you have time to clean."
444,1,2,the big bran hypothesis,Leonard,"Oh, what the hell."
445,1,2,the big bran hypothesis,Sheldon,Morning.
446,1,2,the big bran hypothesis,Leonard,Morning.
447,1,2,the big bran hypothesis,Sheldon,"I have to say, I slept splendidly. Granted, not long, but just deeply and well."
448,1,2,the big bran hypothesis,Leonard,I’m not surprised. A well known folk cure for insomnia is to break into your neighbour’s apartment and clean.
449,1,2,the big bran hypothesis,Sheldon,Sarcasm?
450,1,2,the big bran hypothesis,Leonard,You think?
451,1,2,the big bran hypothesis,Sheldon,"Granted, my methods may have been somewhat unorthodox, but I think the end result will be a measurable enhancement of Penny’s quality of life."
452,1,2,the big bran hypothesis,Leonard,"You know what, you’ve convinced me, maybe tonight we should sneak in and shampoo her carpet."
453,1,2,the big bran hypothesis,Sheldon,You don’t think that crosses a line?
454,1,2,the big bran hypothesis,Leonard,"Yes! For God’s sake, Sheldon, do I have to hold up a sarcasm sign every time I open my mouth."
455,1,2,the big bran hypothesis,Sheldon,You have a sarcasm sign?
456,1,2,the big bran hypothesis,Leonard,"No, I do not have a sarcasm sign."
457,1,2,the big bran hypothesis,Sheldon,"Do you want some cereal. I’m feeling so good today I’m going to choose from the low fibre end of the shelf. Hello, Honey Puffs."
458,1,2,the big bran hypothesis,Penny,Son of a Bitch!
459,1,2,the big bran hypothesis,Leonard,Penny’s up.
460,1,2,the big bran hypothesis,Penny,"You sick, geeky bastards!"
461,1,2,the big bran hypothesis,Leonard,How did she know it was us?
462,1,2,the big bran hypothesis,Sheldon,I may have left a suggested organisational schematic for her bedroom closet.
463,1,2,the big bran hypothesis,Penny,Leonard!
464,1,2,the big bran hypothesis,Leonard,"God, this is going to be bad."
465,1,2,the big bran hypothesis,Sheldon,"Goodbye, Honey Puffs, hello Big Bran."
466,1,2,the big bran hypothesis,Penny,You came into my apartment last night when I was sleeping?
467,1,2,the big bran hypothesis,Leonard,"Yes, but, only to clean."
468,1,2,the big bran hypothesis,Sheldon,"Really more to organise, you’re not actually dirty, per se."
469,1,2,the big bran hypothesis,Penny,Give me back my key.
470,1,2,the big bran hypothesis,Leonard,"I’m very, very sorry."
471,1,2,the big bran hypothesis,Penny,Do you understand how creepy this is.
472,1,2,the big bran hypothesis,Leonard,"Oh, yes, we discussed it at length last night."
473,1,2,the big bran hypothesis,Penny,"In my apartment, while I was sleeping."
474,1,2,the big bran hypothesis,Sheldon,"And snoring. And that’s probably just a sinus infection, but it could be sleep apnoea, you might want to see an otolaryngologist. It’s a throat doctor."
475,1,2,the big bran hypothesis,Penny,And what kind of doctor removes shoes from asses?
476,1,2,the big bran hypothesis,Sheldon,"Depending on the depth, that’s either a proctologist or a general surgeon."
477,1,2,the big bran hypothesis,Penny,God!
478,1,2,the big bran hypothesis,Leonard,"Okay, look, no Penny, I think what you’re feeling is perfectly valid, and maybe a little bit later today when you’re feeling a little bit less, for lack of a better word, violated, maybe we could talk about this some more."
479,1,2,the big bran hypothesis,Penny,Stay away from me.
480,1,2,the big bran hypothesis,Leonard,"Sure, that’s another way to go."
481,1,2,the big bran hypothesis,Sheldon,"Penny, Penny, just to clarify because there will be a discussion when you leave, is your objection solely to our presence in the apartment while you were sleeping, or do you also object to the imposition of a new organisational paradigm."
482,1,2,the big bran hypothesis,Sheldon,Well that was a little non-responsive.
483,1,2,the big bran hypothesis,Leonard,You are going to march yourself over there right now and apologise.
484,1,2,the big bran hypothesis,Leonard,What’s funny?
485,1,2,the big bran hypothesis,Sheldon,That wasn’t sarcasm?
486,1,2,the big bran hypothesis,Leonard,No.
487,1,2,the big bran hypothesis,Sheldon,"Wooh, boy, you are all over the place this morning.  I have a masters and two PhD’s, I should not have to do this."
488,1,2,the big bran hypothesis,Penny,What?
489,1,2,the big bran hypothesis,Sheldon,"I am truly sorry for what happened last night, I take full responsibility. And I hope that it won’t colour your opinion of Leonard, who is not only a wonderful guy, but also, I hear, a gentle and thorough lover.  I did what I could."
490,1,2,the big bran hypothesis,Penny,Hey Raj.
491,1,2,the big bran hypothesis,Penny,"Hey, listen, I don’t know if you heard about what happened last night with Leonard and Sheldon, but I’m really upset about it, I mean they just, they let themselves into my place, and then they cleaned it, I mean can you even believe that? How weird is that?"
492,1,2,the big bran hypothesis,Raj,"Ooh, she’s standing very close to me. Oh my, she does smell good. What is that, vanilla?"
493,1,2,the big bran hypothesis,Penny,"You know, where I come from, someone comes into your house at night, you shoot, okay? And you don’t shoot to wound. I mean, alright, my sister shot her husband, but it was an accident, they were drunk. What was I saying?"
494,1,2,the big bran hypothesis,Raj,"She’s so chatty. Maybe my parents are right. Maybe I’d be better off with an Indian girl. We’d have the same cultural background, and my wife would sing to my children the same lullabies my mother sang to me."
495,1,2,the big bran hypothesis,Penny,"It’s obvious that they meant well, but I’m just, I’m having a really rough time, like I said, I broke up with my boyfriend, and it’s just freaking me out."
496,1,2,the big bran hypothesis,Penny,"I mean, just because most of the men I’ve known in my life happen to be jerks, doesn’t mean I should just assume Leonard and Sheldon are. Right?"
497,1,2,the big bran hypothesis,Howard,"Grab a napkin, homie. You just got served."
498,1,2,the big bran hypothesis,Leonard,It’s fine. You win.
499,1,2,the big bran hypothesis,Howard,What’s his problem?
