,season,n_episode,title_episode,character,line,clean_line,set
302,1,1,pilot episode,Sheldon,Not to mention imaginary.,mention imaginary,train
303,1,1,pilot episode,Leonard,Is Thai food okay with you Penny?,thai food penny,train
304,1,1,pilot episode,Penny,Sure.,,train
305,1,1,pilot episode,Sheldon,"We can’t have Thai food, we had Indian for lunch.",Thai food indian lunch,train
306,1,1,pilot episode,Penny,So?,,train
307,1,1,pilot episode,Sheldon,They’re both curry based cuisines.,curry base cuisine,train
308,1,1,pilot episode,Penny,So?,,dev
309,1,1,pilot episode,Sheldon,They would be gastronomically redundant. I can see we’re going to have to spell out everything for this girl.,gastronomically redundant go spell girl,train
310,1,1,pilot episode,Howard,Turn left on Lake Street and head up to Colorado. I know a wonderful little sushi bar that has karaoke.,turn leave Lake Street head Colorado know wonderful little sushi bar karaoke,dev
311,1,1,pilot episode,Penny,That sounds like fun.,sound like fun,train
312,1,1,pilot episode,Howard,"Baby, baby don’t get hooked on me. Uh, baby, baby don’t get hooked on me.",baby baby hook baby baby hook,train
313,1,1,pilot episode,Sheldon,"I don’t know what your odds are in the world as a whole, but as far as the population of this car goes, you’re a veritable Mack Daddy.",know odds world far population car go veritable Mack daddy,train
314,1,2,the big bran hypothesis,Leonard,"There you go, Pad Thai, no peanuts.",Pad Thai peanut,train
315,1,2,the big bran hypothesis,Howard,But does it have peanut oil?,peanut oil,train
316,1,2,the big bran hypothesis,Leonard,"Uh, I’m not sure, everyone keep an eye on Howard in case he starts to swell up.",sure eye Howard case start swell,train
317,1,2,the big bran hypothesis,Sheldon,"Since it’s not bee season, you can have my epinephrine.",bee season epinephrine,train
318,1,2,the big bran hypothesis,Raj,Are there any chopsticks?,chopstick,train
319,1,2,the big bran hypothesis,Sheldon,"You don’t need chopsticks, this is Thai food.",need chopstick thai food,train
320,1,2,the big bran hypothesis,Leonard,Here we go.,,train
321,1,2,the big bran hypothesis,Sheldon,"Thailand has had the fork since the latter half of the nineteenth century. Interestingly they don’t actually put the fork in their mouth, they use it to put the food on a spoon which then goes into their mouth.",Thailand fork half nineteenth century interestingly actually fork mouth use food spoon go mouth,train
322,1,2,the big bran hypothesis,Leonard,"Ask him for a napkin, I dare you.",ask napkin dare,dev
323,1,2,the big bran hypothesis,Leonard,I’ll get it.,,dev
324,1,2,the big bran hypothesis,Howard,Do I look puffy? I feel puffy.,look puffy feel puffy,train
325,1,2,the big bran hypothesis,Penny,Hey Leonard.,Leonard,train
326,1,2,the big bran hypothesis,Leonard,"Oh, hi Penny.",penny,train
327,1,2,the big bran hypothesis,Penny,Am I interrupting.,interrupt,dev
328,1,2,the big bran hypothesis,Leonard,No.,,dev
329,1,2,the big bran hypothesis,Sheldon,"You’re not swelling, Howard.",swell howard,train
330,1,2,the big bran hypothesis,Howard,"No, no, look at my fingers, they’re like Vienna sausages.",look finger like Vienna sausage,train
331,1,2,the big bran hypothesis,Penny,Sounds like you have company.,sound like company,train
332,1,2,the big bran hypothesis,Leonard,They’re not going anywhere.,go,train
333,1,2,the big bran hypothesis,Penny,"Well, you know, it’s the Cheesecake Factory. People order cheesecake, and I bring it to them.",know Cheesecake Factory People order cheesecake bring,train
334,1,2,the big bran hypothesis,Leonard,"So, you sort of act as a carbohydrate delivery system.",sort act carbohydrate delivery system,train
335,1,2,the big bran hypothesis,Penny,"Yeah, call it whatever you want, I get minimum wage. Yeah, anyways, I was wondering if you could help me out with something, I was….",want minimum wage wonder help,dev
336,1,2,the big bran hypothesis,Leonard,Yes.,,train
337,1,2,the big bran hypothesis,Penny,"Oh. Okay, great, I’m having some furniture delivered tomorrow, and I may not be here, so….",great furniture deliver tomorrow,train
338,1,2,the big bran hypothesis,Penny,I’m sorry?,,train
339,1,2,the big bran hypothesis,Howard,Haven’t you ever been told how beautiful you are in flawless Russian?,tell beautiful flawless Russian,train
340,1,2,the big bran hypothesis,Penny,"No, I haven’t.",,dev
341,1,2,the big bran hypothesis,Howard,Get used to it.,,train
342,1,2,the big bran hypothesis,Penny,"Yeah, I probably won’t, but… Hey Sheldon.",probably Sheldon,train
343,1,2,the big bran hypothesis,Sheldon,Hi.,,train
344,1,2,the big bran hypothesis,Penny,"Hey Raj!  Still not talking to me, huh?",Raj talk,train
345,1,2,the big bran hypothesis,Sheldon,"Don’t take it personally, it’s his pathology, he can’t talk to women.",personally pathology talk woman,train
346,1,2,the big bran hypothesis,Howard,"He can’t talk to attractive women, or in your case a cheesecake–scented Goddess!",talk attractive woman case cheesecake scent Goddess,train
347,1,2,the big bran hypothesis,Leonard,"So, there’s gonna be some furniture delivered?",go furniture deliver,dev
348,1,2,the big bran hypothesis,Penny,"Yeah, yeah, if it gets here and I’m not here tomorrow could you just sign for it and have them put it in my apartment.",get tomorrow sign apartment,train
349,1,2,the big bran hypothesis,Leonard,"Yeah, no problem.",problem,train
350,1,2,the big bran hypothesis,Penny,"Great, here’s my spare key. Thank you.",great spare key Thank,train
351,1,2,the big bran hypothesis,Leonard,"Penny, wait.",penny wait,train
352,1,2,the big bran hypothesis,Penny,Yeah?,,train
353,1,2,the big bran hypothesis,Leonard,"Um, if you don’t have any other plans, do you want to join us for Thai food and a Superman movie marathon?",plan want join Thai food Superman movie marathon,dev
354,1,2,the big bran hypothesis,Penny,"A marathon? Wow, how many Superman movies are there?",marathon Superman movie,train
355,1,2,the big bran hypothesis,Sheldon,"You’re kidding, right?",kid right,dev
356,1,2,the big bran hypothesis,Penny,"Yeah, I do like the one where Lois Lane falls from the helicopter and Superman swooshes down and catches her, which one was that?",Lois Lane fall helicopter Superman swoosh catch,train
358,1,2,the big bran hypothesis,Sheldon,You realise that scene was rife with scientific inaccuracy.,realise scene rife scientific inaccuracy,dev
359,1,2,the big bran hypothesis,Penny,"Yes, I know, men can’t fly.",know man fly,dev
360,1,2,the big bran hypothesis,Sheldon,"Oh no, let’s assume that they can. Lois Lane is falling, accelerating at an initial rate of 32 feet per second per second. Superman swoops down to save her by reaching out two arms of steel. Miss Lane, who is now travelling at approximately 120 miles per hour, hits them, and is immediately sliced into three equal pieces.",let assume Lois Lane fall accelerate initial rate foot second second Superman swoop save reach arm steel Miss Lane travel approximately mile hour hit immediately slice equal piece,train
361,1,2,the big bran hypothesis,Leonard,"Unless, Superman matches her speed and decelerates.",Superman match speed decelerate,train
362,1,2,the big bran hypothesis,Sheldon,"In what space, sir, in what space? She’s two feet above the ground. Frankly, if he really loved her, he’d let her hit the pavement. It would be a more merciful death.",space sir space foot grind Frankly love let hit pavement merciful death,train
363,1,2,the big bran hypothesis,Leonard,"Excuse me, your entire argument is predicated on the assumption that Superman’s flight is a feat of strength.",excuse entire argument predicate assumption Superman flight feat strength,train
364,1,2,the big bran hypothesis,Sheldon,"Are you listening to yourself, it is well established that Superman’s flight is a feat of strength, it is an extension of his ability to leap tall buildings, an ability he derives from Earth’s yellow Sun.",listen establish Superman flight feat strength extension ability leap tall building ability derive Earth yellow Sun,train
365,1,2,the big bran hypothesis,Howard,"Yeah, and you don’t have a problem with that, how does he fly at night.",problem fly night,dev
366,1,2,the big bran hypothesis,Sheldon,"Uh, a combination of the moon’s solar reflection and the energy storage capacity of Kryptonian skin cells.",combination moon solar reflection energy storage capacity kryptonian skin cell,train
367,1,2,the big bran hypothesis,Penny,I’m just going to go wash up.,go wash,train
368,1,2,the big bran hypothesis,Leonard,"I have 26 hundred comic books in there, I challenge you to find a single reference to Kryptonian skin cells.",comic book challenge find single reference kryptonian skin cell,train
369,1,2,the big bran hypothesis,Sheldon,Challenge accepted.  We’re locked out.,challenge accept lock,dev
370,1,2,the big bran hypothesis,Raj,"Also, the pretty girl left.",pretty girl leave,dev
371,1,2,the big bran hypothesis,Leonard,"Okay, her apartment’s on the fourth floor but the elevator’s broken so you’re going to have to  oh, you’re just going to be done, okay, cool, thanks. I guess we’ll just bring it up ourselves.",apartment fourth floor elevator break go go cool thank guess bring,train
372,1,2,the big bran hypothesis,Sheldon,I hardly think so.,hardly think,train
373,1,2,the big bran hypothesis,Leonard,Why not?,,train
374,1,2,the big bran hypothesis,Sheldon,"Well, we don’t have a dolly, or lifting belts, or any measurable upper body strength.",dolly lifting belt measurable upper body strength,train
375,1,2,the big bran hypothesis,Leonard,"We don’t need strength, we’re physicists. We are the intellectual descendents of Archimedes. Give me a fulcrum and a lever and I can move the Earth, it’s just a matter…",need strength physicist intellectual descendent Archimedes fulcrum lever Earth matter,train
376,1,2,the big bran hypothesis,Sheldon,Archimedes would be so proud.,Archimedes proud,train
377,1,2,the big bran hypothesis,Leonard,Do you have any ideas?,idea,train
378,1,2,the big bran hypothesis,Sheldon,"Yes, but they all involve a green lantern and a power ring.",involve green lantern power ring,dev
379,1,2,the big bran hypothesis,Leonard,"Easy, easy",easy easy,train
380,1,2,the big bran hypothesis,Leonard,"Okay! Now we’ve got an inclined plane. The force required to lift is reduced by the sine of the angle of the stairs, call it thirty degrees, so about half.",get inclined plane force require lift reduce sine angle stair degree half,train
381,1,2,the big bran hypothesis,Sheldon,Exactly half.,exactly half,train
382,1,2,the big bran hypothesis,Leonard,"Exactly half. Let’s push. Okay, see, it’s moving, this is easy, all in the math.",exactly half let push move easy math,dev
383,1,2,the big bran hypothesis,Sheldon,What’s your formula for the corner.,formula corner,train
384,1,2,the big bran hypothesis,Leonard,"What? Oh, okay, uh, okay, yeah, no problem, just come up here and help me pull and turn.",problem come help pull turn,train
385,1,2,the big bran hypothesis,Sheldon,"Ah, gravity, thou art a heartless bitch.",gravity thou art heartless bitch,dev
386,1,2,the big bran hypothesis,Sheldon,You do understand that our efforts here will in no way increase the odds of you having sexual congress with this woman?,understand effort way increase odd sexual congress woman,train
387,1,2,the big bran hypothesis,Leonard,Men do things for women without expecting sex.,men thing woman expect sex,train
388,1,2,the big bran hypothesis,Sheldon,"Yeah, those are men who just had sex.",man sex,train
389,1,2,the big bran hypothesis,Leonard,"I’m doing this to be a good neighbour. In any case, there’s no way it could lower the odds.",good neighbour case way lower odd,train
390,1,2,the big bran hypothesis,Sheldon,"No we’re not, no we’re not, no we’re not.",,dev
391,1,2,the big bran hypothesis,Sheldon,"Watch your fingers. Watch your fingers. Oh God, my fingers!",watch finger watch finger God finger,train
392,1,2,the big bran hypothesis,Leonard,You okay?,,train
393,1,2,the big bran hypothesis,Sheldon,"No, it hurt…",hurt,train
394,1,2,the big bran hypothesis,Sheldon,"Great Caesar’s Ghost, look at this place?",great Caesar Ghost look place,train
395,1,2,the big bran hypothesis,Leonard,So Penny’s a little messy.,penny little messy,train
396,1,2,the big bran hypothesis,Sheldon,"A little messy? The Mandelbrot set of complex numbers is a little messy, this is chaos. Excuse me, explain to me an organisational system where a tray of flatware on a couch is valid. I’m just inferring that this is a couch, because the evidence suggests the coffee table’s having a tiny garage sale.",little messy Mandelbrot set complex number little messy chaos Excuse explain organisational system tray flatware couch valid infer couch evidence suggest coffee table tiny garage sale,train
